model,strategy,corruption,severity,seed,accuracy,precision,recall,f1,roc_auc,epochs_run,best_epoch,lr,augment
BaselineCNN,baseline,none,0.0,43,0.94255,0.9362247412518482,0.9498,0.9429635145197319,0.987308365,9,4,0.001,False
BaselineCNN,baseline,noise,0.04,43,0.89485,0.973498021345485,0.8118,0.8853263536725012,0.9780421050000001,9,4,0.001,False
BaselineCNN,baseline,noise,0.06,43,0.8412,0.9737572896417662,0.7013,0.8153703057783979,0.962095425,9,4,0.001,False
BaselineCNN,baseline,noise,0.08,43,0.80845,0.9643233478849917,0.6406,0.7698131346512047,0.941990555,9,4,0.001,False
BaselineCNN,baseline,noise,0.09,43,0.80155,0.9494708600387539,0.637,0.7624633431085044,0.9304814799999999,9,4,0.001,False
BaselineCNN,baseline,noise,0.1,43,0.79985,0.930386105927946,0.6482,0.7640714327812813,0.9174369050000001,9,4,0.001,False
BaselineCNN,baseline,blur,0.4,43,0.9327,0.9645694653210222,0.8984,0.9303096199647923,0.98523204,9,4,0.001,False
BaselineCNN,baseline,blur,0.6,43,0.72525,0.9735127180996427,0.4631,0.6276343430236498,0.9140309,9,4,0.001,False
BaselineCNN,baseline,blur,0.7,43,0.6752,0.956725755995829,0.367,0.5305001445504481,0.8640564499999999,9,4,0.001,False
BaselineCNN,baseline,blur,0.8,43,0.66235,0.9339748730286019,0.3494,0.5085510515974092,0.8318041899999999,9,4,0.001,False
BaselineCNN,baseline,blur,1.0,43,0.66835,0.8828746872867864,0.3882,0.5392790164617629,0.7987666,9,4,0.001,False
BaselineCNN,baseline,jpeg,80.0,43,0.93825,0.9521304033838853,0.9229,0.9372873609912151,0.9853568299999999,9,4,0.001,False
BaselineCNN,baseline,jpeg,65.0,43,0.93365,0.9023100473142222,0.9726,0.9361374464603687,0.9868413949999999,9,4,0.001,False
BaselineCNN,baseline,jpeg,58.0,43,0.91275,0.8601972248887337,0.9857,0.9186821380306631,0.985117035,9,4,0.001,False
BaselineCNN,baseline,jpeg,50.0,43,0.9091,0.862677304964539,0.9731,0.9145676691729323,0.9785538849999998,9,4,0.001,False
BaselineCNN,baseline,jpeg,40.0,43,0.8889,0.9640811455847256,0.8079,0.879107725788901,0.9720845300000001,9,4,0.001,False
