model,strategy,corruption,severity,seed,accuracy,precision,recall,f1,roc_auc,epochs_run,best_epoch,lr,augment
BaselineCNN,robust,none,0.0,42,0.9505,0.9479912490055689,0.9533,0.95063821300359,0.9889452349999999,19,14,0.001,True
BaselineCNN,robust,noise,0.04,42,0.9486,0.9490490490490491,0.9481,0.9485742871435718,0.9882564149999999,19,14,0.001,True
BaselineCNN,robust,noise,0.06,42,0.94525,0.9453836150845254,0.9451,0.9452417862679402,0.987035825,19,14,0.001,True
BaselineCNN,robust,noise,0.08,42,0.94295,0.9459377831470854,0.9396,0.9427582401043496,0.9862660499999999,19,14,0.001,True
BaselineCNN,robust,noise,0.09,42,0.9374,0.9394213381555153,0.9351,0.93725568808259,0.9847487749999998,19,14,0.001,True
BaselineCNN,robust,noise,0.1,42,0.93705,0.9376189045759488,0.9364,0.9370090558863261,0.9834294749999998,19,14,0.001,True
BaselineCNN,robust,blur,0.4,42,0.9404,0.9608622854750942,0.9182,0.939046839844549,0.9864901599999999,19,14,0.001,True
BaselineCNN,robust,blur,0.6,42,0.8383,0.9723540910360234,0.6964,0.8115604241929845,0.95769375,19,14,0.001,True
BaselineCNN,robust,blur,0.7,42,0.7967,0.9700570342205324,0.6123,0.7507356547327121,0.9387691900000001,19,14,0.001,True
BaselineCNN,robust,blur,0.8,42,0.769,0.965076071922545,0.5582,0.7072985301571212,0.92162235,19,14,0.001,True
BaselineCNN,robust,blur,1.0,42,0.74165,0.9519356648587993,0.509,0.6633218218544341,0.8921679249999999,19,14,0.001,True
BaselineCNN,robust,jpeg,80.0,42,0.9456,0.9505561172901921,0.9401,0.9452991452991453,0.9872881800000001,19,14,0.001,True
BaselineCNN,robust,jpeg,65.0,42,0.95155,0.9441329792465821,0.9599,0.9519512074180592,0.9900459000000001,19,14,0.001,True
BaselineCNN,robust,jpeg,58.0,42,0.95075,0.9333717911739255,0.9708,0.9517180530366158,0.9905408600000001,19,14,0.001,True
BaselineCNN,robust,jpeg,50.0,42,0.9468,0.9383830455259027,0.9564,0.9473058637083994,0.98802079,19,14,0.001,True
BaselineCNN,robust,jpeg,40.0,42,0.92675,0.9596122778675282,0.891,0.9240342234897588,0.981733975,19,14,0.001,True
