model,strategy,corruption,severity,seed,accuracy,precision,recall,f1,roc_auc,epochs_run,best_epoch,lr,augment
BaselineCNN,robust,none,0.0,43,0.94855,0.950035115882412,0.9469,0.9484649671958731,0.988949785,19,14,0.001,True
BaselineCNN,robust,noise,0.04,43,0.94665,0.9532217148655505,0.9394,0.9462603878116344,0.98838636,19,14,0.001,True
BaselineCNN,robust,noise,0.06,43,0.9439,0.9529591836734694,0.9339,0.9433333333333334,0.9871693,19,14,0.001,True
BaselineCNN,robust,noise,0.08,43,0.94035,0.9500255493101686,0.9296,0.9397017942886025,0.9855196450000001,19,14,0.001,True
BaselineCNN,robust,noise,0.09,43,0.93835,0.9476156438272235,0.928,0.9377052493305714,0.9846861100000001,19,14,0.001,True
BaselineCNN,robust,noise,0.1,43,0.93325,0.9418663946965834,0.9235,0.9325927796011109,0.98292233,19,14,0.001,True
BaselineCNN,robust,blur,0.4,43,0.9413,0.966786545377618,0.914,0.9396525136218773,0.98667149,19,14,0.001,True
BaselineCNN,robust,blur,0.6,43,0.82735,0.9750399071252358,0.6719,0.7955716061808064,0.9582663250000001,19,14,0.001,True
BaselineCNN,robust,blur,0.7,43,0.78415,0.9709928725343941,0.5858,0.7307428428865465,0.937326105,19,14,0.001,True
BaselineCNN,robust,blur,0.8,43,0.76255,0.965927240461402,0.5443,0.6962583946274384,0.91935669,19,14,0.001,True
BaselineCNN,robust,blur,1.0,43,0.7452,0.9480994152046783,0.5188,0.6706308169596691,0.89271816,19,14,0.001,True
BaselineCNN,robust,jpeg,80.0,43,0.94455,0.9553415958209567,0.9327,0.943885037696706,0.9873206499999999,19,14,0.001,True
BaselineCNN,robust,jpeg,65.0,43,0.9501,0.9453789827825054,0.9554,0.9503630756987964,0.98985412,19,14,0.001,True
BaselineCNN,robust,jpeg,58.0,43,0.9496,0.9356589147286821,0.9656,0.9503937007874016,0.9902072499999999,19,14,0.001,True
BaselineCNN,robust,jpeg,50.0,43,0.94465,0.9427461913770786,0.9468,0.9447687471935339,0.987589305,19,14,0.001,True
BaselineCNN,robust,jpeg,40.0,43,0.9252,0.9608714502492954,0.8865,0.922188702798294,0.9814247549999999,19,14,0.001,True
