model,strategy,corruption,severity,seed,accuracy,precision,recall,f1,roc_auc,epochs_run,best_epoch,lr,augment
ResNet18,baseline,none,0.0,42,0.96985,0.9692399880155798,0.9705,0.9698695847698996,0.9956050150000001,9,4,0.0001,False
ResNet18,baseline,noise,0.04,42,0.90045,0.9694056968702379,0.827,0.8925584156278669,0.9820583750000001,9,4,0.0001,False
ResNet18,baseline,noise,0.06,42,0.807,0.9180283224400871,0.6742,0.7774446494464945,0.9390665549999999,9,4,0.0001,False
ResNet18,baseline,noise,0.08,42,0.7285,0.8300115540150202,0.5747,0.6791538643346726,0.86121982,9,4,0.0001,False
ResNet18,baseline,noise,0.09,42,0.6982,0.7758140829390482,0.5575,0.6487838938671011,0.81781374,9,4,0.0001,False
ResNet18,baseline,noise,0.1,42,0.6761,0.7289391575663027,0.5607,0.6338458060140176,0.7805509399999999,9,4,0.0001,False
ResNet18,baseline,blur,0.4,42,0.95705,0.9821711150965292,0.931,0.9559012269623697,0.9949952200000001,9,4,0.0001,False
ResNet18,baseline,blur,0.6,42,0.66875,0.9970544918998527,0.3385,0.5054124673385592,0.9519556700000001,9,4,0.0001,False
ResNet18,baseline,blur,0.7,42,0.6061,0.9957943925233644,0.2131,0.3510708401976936,0.9010162749999999,9,4,0.0001,False
ResNet18,baseline,blur,0.8,42,0.592,0.9919786096256684,0.1855,0.3125526537489469,0.86593276,9,4,0.0001,False
ResNet18,baseline,blur,1.0,42,0.60525,0.9659141212926073,0.2182,0.3559833591646953,0.822382745,9,4,0.0001,False
ResNet18,baseline,jpeg,80.0,42,0.96165,0.9786417833074131,0.9439,0.9609569865105625,0.9950453300000001,9,4,0.0001,False
ResNet18,baseline,jpeg,65.0,42,0.9588,0.9436279249661574,0.9759,0.9594926752531708,0.99361109,9,4,0.0001,False
ResNet18,baseline,jpeg,58.0,42,0.94775,0.92663172939495,0.9725,0.9490119541351549,0.9904756000000001,9,4,0.0001,False
ResNet18,baseline,jpeg,50.0,42,0.942,0.9307152601832002,0.9551,0.9427499753232652,0.9874348900000001,9,4,0.0001,False
ResNet18,baseline,jpeg,40.0,42,0.89405,0.9881085098476403,0.7977,0.8827532783710508,0.986323825,9,4,0.0001,False
